url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country/Region
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-SSA-Electronic-Co-Ltd-/1X076EJB,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2011.0,Consumer Electronics,"Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",SSA ODM OEM Fast Lead time Factory Directly Certificate Name Issued By Certificate Type Valid Date High Tech High Tech - Others 01 Apr 2023 - 01 Apr 2025 HDMI HDMI License 08 Mar 2023 - 08 Mar 2024 CE - - - FCC - - - RoHS - - - View details Factory & Facility Research & Development Quality Control FRAMEO Wifi Digital Photo Frame 10.1 Inch Wifi Digital Photo Frame L-Type Digital Signage 15.6 Inch Portable Monitor L-Type Digital Signage Tablet PC 10.5 Inch Portable Monitor Kids Tablet PC,Mr Jeson ZHUANG,General Manager,"2 Floor, Block 9, LongJun Industrial Area, He Ping West Road, LongHua District, Shenzhen, Guangdong, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Emoka-Health-Science-Technology-Co-Ltd/1X09E981,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2008.0,"Consumer Electronics, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Appliances, Personal Care","Chinese Mainland, Hong Kong, Japan, Korea, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",N/A ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 BSI - (N/A) - 01 Mar 2022 View details Factory & Facility Research & Development Quality Control,Miss Wendy Zhuang,Sales,"D Building, Chengnan Industrial Zone, No.100 Jinfu Road, Tong'an District, Xiamen City, Fujian Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Healthpal-Electronic-Co-Ltd/1X0AWVXI,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2009.0,"Consumer Electronics, Gifts / Souvenirs, Health Care & Medical Supplies, Health, Beauty and Baby Care, Personal Care, Sports Supplies","Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe",101 - 200,"US$ 1,000,000 - 4,999,999 ODM OEM View details Factory & Facility Research & Development Quality Control",,Ms Li Fang,Business Manager,"No.148 Binglang Xili, Siming District, Xiamen City, Fujian Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Accutone-Technologies-Ltd/1X00G1GH,"Exporter, Manufacturer",Hong Kong,1998.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",201 - 500,,Accutone ODM OEM Certificate Name Issued By Certificate Type Valid Date business registration copy - - - View details Factory & Facility,Ms Ada Lee,Marketing Director,"Room 1313-1314, Block A, Hoi Luen Industrial Centre, 55 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cameron-Sino-Technology-Ltd/1X00ED7Q,"Exporter, Manufacturer, Wholesaler",Hong Kong,2000.0,"Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Telecommunication","Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999","Cameron Sino ODM OEM Drop shipping Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 SGS ISO 9001 13 Mar 2025 - 12 Mar 2028 CE PONY Testing International Group - - 10,000+ Battery Models Replacement battery for speaker Replacement battery for tablet Battery replacement tutorial",Mr Ocean Li,Regional Manager,"21-22/F, Cameron Sino Technology Centre 73 Chai Wan Kok Street Tsuen Wan, N.T.",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fook-Tin-Technologies-Ltd/1X0005L0,"Exporter, Manufacturer",Hong Kong,1963.0,"Baby Care & Nursery, Building Materials & Supplies, Consumer Electronics, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Parts, Electrical Electronic Supplies, Stationery","North America, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999","Scaleman, PTI, Fukuda ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 14001 - - (N/A) - 31 Aug 2023 ISO 13485 - - (N/A) - 02 Mar 2023 IECQ QC080000 HSPM - - (N/A) - 25 Jan 2021 ISO 9001 - - (N/A) - 11 Aug 2023 ISO 45001 - - (N/A) - 09 Sep 2022 View details Factory & Facility",Miss Carmen Wong,Sales Manager,"Room 401, 4/F., Eastern Centre, 1065 King's Rd., Quarry Bay, HK.",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Golden-Power-Corp-HK-Ltd/1X001I3F,"Exporter, Manufacturer",Hong Kong,1972.0,"Consumer Electronics, Gifts / Souvenirs, Health Care & Medical Supplies, Lights, Parts, Components & Electrical Supplies, Watches & Clocks","Central & South America, Eastern Europe, Japan, North America, Scandinavia, Western Europe, Worldwide",501 - 1000,"US$ 50,000,000 - 99,999,999",GOLDEN POWER ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 : 2008 - - - CC1656 - - - SA8000 : 2008 - - - ISO 14001 : 2004 - - -,Miss Cindy Wong,General Manager,"Flat C, 20/F., Block 1, Tai Ping Industrial Centre, 57 Ting Kok Road, Tai Po, New Territories, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Highstar-HK-Industrial-Co-Ltd/1X00BMVB,"Exporter, Manufacturer",Hong Kong,1999.0,"Consumer Electronics, Environmental Protection, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Home Appliances, Homeware & Lifestyle Essentials, Jewellery & Watch, Lights, Sports Supplies, Telecommunication, Watches & Clocks","Chinese Mainland, Japan, Korea, North America, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999",Highstar ODM OEM Certificate Name Issued By Certificate Type Valid Date BSCI TUEV SUD - - View details Factory & Facility Research & Development Quality Control My favourite lighting product award 2013 My favourtite lighting product award 2015,Mr Boris Han,Operation Manager,"Unit 47, 5/F, Block F, Wah Lok Industrial Centre, 31-41 Shan Mei Street, Fotan, Shatin, New Territories, Hong Kong.",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Just-Quality-Battery-Industrial-Co-Limited/1X098NU9,Manufacturer,Hong Kong,2015.0,"Automobile & Transport, Automobile Electronics, Automobile Parts & Accessories, Consumer Electronics, Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",Just Quality Battery View details Factory & Facility Research & Development Quality Control,Mr Ming Mui,Sales Manager,"Flat/Rm C, 6/F., Block 2, Royal Jubilee, Sheung Shui, NT., Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Life-Works-Products-Limited/1X0AVOII,"Exporter, Manufacturer",Hong Kong,2013.0,"Health, Beauty and Baby Care, Personal Care",Worldwide,51 - 100 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 - - - View details Factory & Facility Our production facility in Shanghai Material warehouse Production floor Production floor Semi-finished goods warehouse Finished goods warehouse,,,Ms Sara Lam,Marketing Manager,"Unit 20A, 20/F., Block B Corporation Park 11 On Lai Street, Siu Lek Yuen Sha Tin, New Territories, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prowess-Technology-Ltd/1X091O00,Manufacturer,Hong Kong,2010.0,"Consumer Electronics, Lights","Central & South America, Eastern Europe, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999",iProwess Strong RD Competitive Price Experienced audio engineers BSCI cert 1 year quality warranty Certificate Name Issued By Certificate Type Valid Date QI cert for WDA-9 WPC - - BSCI TUV TÜV Rheinland 03 Jun 2025 - 03 Jun 2026 SMETA GCL International SEDEX 15 Nov 2024 - 15 Nov 2025 View details Factory & Facility Research & Development Quality Control,Ms Jessie Zeng,-,"Unit 04, 7/F, Bright Way Tower, No 33 Mong Kok Road,",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Solar-Tune-Enterprise-Ltd-/1X09Y2U0,"Exporter, Manufacturer, Wholesaler",Hong Kong,1996.0,"Consumer Electronics, Educational Toys, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Jewellery & Watch, Video Games & Accessories, Watches & Clocks","North America, Western Europe, Worldwide",6 - 10,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date Cert. of registration of Design Designs Registry Intellectual Property Dept. - (N/A) - 18 Aug 2018 HKSDA 2018 Silver STone8 HKSDA 2024 Merit 3 in 1 Animobot Classic Arcade Games 3 in 1 Animobot - HKSDA Merit Award",,Mr Stanley Chan,Marketing Manager,"2/F, Unit 4A, Block C, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiger-Head-Hi-Watt-Battery-HK-Company-Limited/1X006JNS,"Exporter, Manufacturer, Trade/Industrial Organisation",Hong Kong,1989.0,Consumer Electronics,"Africa, Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, North America, Western Europe, Worldwide",6 - 10,"US$ 50,000,000 - 99,999,999",Tiger Hand Hi-Watt Alkaline Manganese Battery Carbo Zine Manganese Battery AA Battery Button Cell Battery AAA Battery 9V Battery LithiumManganeseDioxideBattery,Mr Marcus Cheng,-,"Unit 705B, 7/F., Harbour Crystal Centre, 100 Granville Road, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vcom-International-Limited/1X00IUNV,"Exporter, Manufacturer",Hong Kong,1994.0,"Automobile Electronics, Consumer Electronics, Educational Toys, Furniture & Parts, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Internet of Things, Office Equipment, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies, Party Supplies, Telecommunication, Video Games & Accessories",Worldwide,201 - 500,"US$ 10,000,000 - 49,999,999",VCOM ODM OEM Certificate Name Issued By Certificate Type Valid Date Wired Headphone RoHS Certification Shenzhen Anbotec Compliance Laboratory Limited - - Bluetooth Headphone RoHS Certification Shenzhen Anbotec Compliance Laboratory Limited - - Mouse RoHS Certification Shenzhen Anbotec Compliance Laboratory Limited - - HDMI RoHS Certification Shenzhen Anbotec Compliance Laboratory Limited - - DP RoHS Certification Shenzhen Anbotec Compliance Laboratory Limited - - Show More View details Factory & Facility Research & Development Quality Control,Mr Richard Chan,Sales Director,"Rm 2003, Wu Sang House, No. 655 Nathan Road, Mongkok, Kln., Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Jiuying-Electrical-Co-Ltd/1X08JQP5,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2013.0,Home Appliances,"Eastern Europe, Western Europe",51 - 100,"US$ 10,000,000 - 49,999,999 Heater Homeappliance Infraredheater Outdoorheater DIY Convector View details Factory & Facility Research & Development Quality Control",,Miss Luxuan Qi,,"No. 22 Hengpeng Rd, Henghe Town, Cixi, Ningbo, Zhejiang Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Loyfun-Ind-l-Co-Ltd/1X09E2CI,Others,"Dongguan, Guangdong, Chinese Mainland",2013.0,"Consumer Electronics, Telecommunication","Central & South America, Japan, Southeast Asia, Taiwan",201 - 500,"US$ 50,000,000 - 99,999,999",Maddeckers,Mr Spencer li,sales,"Room 101, Building 2 No. 54 Puxin Xikeng Road, Shipai Town DONGUAN, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Beevo-Industrial-Co-Ltd-/1S00OCLNI,,Chinese Mainland,,"Consumer Electronics, Telecommunication View details Factory & Facility",,,,,Miss yanru wen,,,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Keewey-Electrical-Technology-Co-Ltd-/1S00O8EMS,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",2012.0,"Consumer Electronics, Gifts / Souvenirs, Home Appliances, Homeware & Lifestyle Essentials, Party Supplies","Australasia, Chinese Mainland, Hong Kong, Japan, Korea, North America, Scandinavia, Southeast Asia, Western Europe",51 - 100,"US$ 5,000,000 - 9,999,999",Keewey Appearance design Mechanical Design Electronic design 3D prototype approval Own tooling room Injection molding workshop Strick QC standard After-sales support Certificate Name Issued By Certificate Type Valid Date BSCI amfori BSCI 27 Mar 2023 - 03 Apr 2024 ISO9001 BEIJING STANDARD CERTIFICATION CENTRE ISO 9001 21 Apr 2022 - 20 Apr 2025 ISO14001 BEIJING STANDARD CERTIFICATION CENTRE ISO 14001 21 Apr 2022 - 20 Apr 2025 View details Factory & Facility Electric Knife LFGB Electric Shake Bottle CE,Miss Haven LAM,,"NO.1,YONGTAI 1ST STREET,SHEBEI VILLAGE HUANGJIANG",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DongGuan-Siyoto-Electronics-Co-Ltd/1X06BBCR,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",2006.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication","Eastern Europe, North America, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001:2008 - - - ISO 14001 - - - View details Factory & Facility",,Mr Kevin Wang,Oversea General Manager,"No.15-17, North Seventh Street, Dongjiang Village, Qiaodong Rd., Qiaotou Town, Dongguan City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fly-Cat-Electrical-Co-Ltd/1X086QU0,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2012.0,"Health Care & Medical Supplies, Health, Beauty and Baby Care, Personal Care",Worldwide,501 - 1000,"US$ 50,000,000 - 99,999,999","NICEFEEL ODM OEM Certificate Name Issued By Certificate Type Valid Date CE- EMC Shenzhen Toby Technology Co., Ltd - (N/A) - 14 May 2019 CE- LVD Shenzhen Toby Technology Co., Ltd - (N/A) - 14 May 2019 FDA The U.S. Food and Drug Administration - (N/A) - 01 Jan 2021 RoHS SGS - (N/A) - 16 Sep 2019 FCC Shenzhen Toby Technology Co., Ltd - (N/A) - 13 May 2019 Show More View details Factory & Facility 1 2",Mr Rain Huang,Marketing Manager,"Building 28-30, Longwangmiao Indl Park, Fuyong Town, Shajing Town, Bao'an District, Shenzhen City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Nanhai-Keri-Electronic-Co-Ltd/1X04DPCL,"Exporter, Manufacturer","Foshan, Guangdong, Chinese Mainland",2002.0,"Consumer Electronics, Environmental Protection, General Industrial Machinery, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies","Australasia, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Southeast Asia, Taiwan, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999","Ultransmit， Keri ODM OEM Certificate Name Issued By Certificate Type Valid Date CE of KW009 & KW010 - - - CE of KW008 - - - CE of KW007 - - - CE of KW006 - - - CE of KW005 - - - Show More View details Factory & Facility Research & Development Quality Control Keri has passed CNAS certification (registration number: CNAS L9907) and SGS TMTL certification. Various strict international factory audits and quality standards such as AEO advanced certification ""ISO9001:2015 quality management"" AEO advanced certification As a pioneer in the ultrasonic industry,Keri has won 58 honors and awards. Keri has accumulatively obtained 224 authorized patents and 17 invention patents. Keri products have won the A'design Silver Award.",Ms Sarah Deng,Markteting Director,"A1,Building Hantian Electronic Science Industrial Park Guicheng Nanhai, Foshan City, Guangdong Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-TDRForce-Technology-Co-Ltd/1X076CCO,"Exporter, Manufacturer","Fuzhou, Fujian, Chinese Mainland",1999.0,"Building Materials & Supplies, Consumer Electronics, Environmental Protection, Eyewear & Accessories, General Industrial Machinery, Hardwares (Tools & Parts), Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Industrial Machinery, Parts & Raw Materials, Jewellery & Watch, Jewellery Parts & Tools, Lights, Parts, Components & Electrical Supplies, Watches & Clocks","Australasia, Eastern Europe, Hong Kong, North America, Scandinavia, Southeast Asia, Western Europe",,"US$ 5,000,000 - 9,999,999",TDRFORCE ODM OEM Certificate Name Issued By Certificate Type Valid Date SGS - - - SGS - - - SGS - - - EMC TEST REPORT - - - EMC TEST REPORT - - - Show More Dancing stand Ultrasonic cleaner Battery Electronic Scale,Ms Anna Lin,Sales Manager,"Rm 1508, City Commercial Center, No.129 Wuyi North Road, Fuzhou City, Fujian Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gift-U-Idea-Ltd-/1S00NZVUN,,Hong Kong,,"Automobile Parts & Accessories, Bags, Handbags & Accessories, Consumer Electronics, Furniture & Parts, Gift Sets, Gifts / Souvenirs, Home Appliances, Homeware & Lifestyle Essentials, Motorcycle Parts & Accessories, Personal Care, Sports Supplies",,,,,Nicole Lai,Sales Manager,"Unit 11, 12/F, Blk B, Veristrong Ind Ctr, 34-36 Au Pui Wan St, Sha Tin, New Territories, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Liwang-New-Energy-Co-Ltd/1X08UMAW,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",2001.0,"Consumer Electronics, Parts, Components & Electrical Supplies","Chinese Mainland, Eastern Europe, North America, Western Europe, Worldwide",501 - 1000,"US$ 50,000,000 - 99,999,999",Kendal Brand Or OEM Brand Certificate Name Issued By Certificate Type Valid Date BSCI TUEV Rheinland BSCI (N/A) - 03 Apr 2021 ISO9001 SGS ISO 9001 (N/A) - 18 Oct 2021 ISO14001 SGS ISO 14001 (N/A) - 28 Oct 2021 View details Factory & Facility Research & Development Quality Control,Mr Liang Zhang,Sales Manager,"Liwang Industrial Estate, Shima District, Tangxia Town, Dongguan City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hengli-Digital-Ind-l-Co-Ltd/1X0AH8EY,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland",2012.0,"Automobile Electronics, Consumer Electronics","Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Southeast Asia, Western Europe, Worldwide","201 - 500 ODM OEM Certificate Name Issued By Certificate Type Valid Date CE-EMC Shenzhen BCTC Technology Co.,Ltd. - - CE Shenzhen BCTC Technology Co.,Ltd. - - CE-LVD Shenzhen BCTC Technology Co.,Ltd. - - Rohs Shenzhen BCTC Technology Co.,Ltd. - -",,,Ms Lina Sun,Sales Manager,"6 Bishuiwan, Miaoyun Street, Fengzhe District, Quanzhou City, Fujian Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiayinking-Hong-Kong-Holding-Company-Limited/1X09E8HV,Manufacturer,Hong Kong,,Consumer Electronics,"Japan, North America, Western Europe, Worldwide",,,"JYK, MPK ODM OEM",Mr Ricky Yau,,"Flat 9, 18/F, Technology Plaza, 29-35 Sha Tsui Road, Tsuen Wan, N.T., H.K.",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-DIYA-ELECTRIC-APPLIANCE-COMPANY-LIMITED/1X0A7GRX,Others,"Ningbo, Zhejiang, Chinese Mainland",2001.0,Consumer Electronics,North America,201 - 500,"US$ 10,000,000 - 49,999,999",,Ms Dami Yang -,Sales Manager,"27th Yunhuan Rd Simen Town, Yuyao City Zhejiang China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Gaoli-Electronic-Technology-Co-Ltd/1X087E8M,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",2003.0,"Consumer Electronics, Environmental Protection, Lights, Sports Supplies","Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Western Europe",101 - 200,,,Miss Vivian Gao,Sales Manager,"No.85 West Tiechang Road, Xidian Town, Ninghai, Ningbo City, Zhejiang Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SSK-Corporation/1X091Y33,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2001.0,Consumer Electronics,"Central & South America, Chinese Mainland, Japan, Korea, Middle East, North America, Worldwide",201 - 500,,SSK ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 - ISO14001 - ISO 14001 - View details Factory & Facility,Ms Jessie Song,Sales Manager,"3F, M-10, Centre of Hi-Tech Industrial District, Shenzhen City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-MeiDong-Acoustics-Co-Ltd/1X076UH1,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2009.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication","Chinese Mainland, Hong Kong, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Taiwan",201 - 500,"US$ 50,000,000 - 99,999,999","COWIN,Meidong View details Factory & Facility Research & Development",Mr Alex Liu,Sales Director,"Unit B, 3th Floor, Tower B, Hongzhuyongqi Technology Zone, Lezhujiao, Bao'an, Shenzhen City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Pumax-Technology-Co-Ltd-/1X0B3CDN,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland",2013.0,"Consumer Electronics, Gifts / Souvenirs, Video Games & Accessories",Worldwide,201 - 500,"US$ 10,000,000 - 49,999,999",Pumax Developing of ANC earphones Porudction of earphones Tone tuning Display stand for retail ID/Artwork design ANC headphones production Market research of audio Developing of true wireless View details Factory & Facility Research & Development Quality Control,Mrs Helen Qiu,Overseas Sales Director,"1-4/F, 19 Baotong South Rd., Xikeng Community, Longgang District, Shenzhen City, Guangdong Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-SMARTNEWO-TECHNOLOGY-CO-LTD/1S00O5SLH,"Exporter, Importer, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2018.0,"Automobile Parts & Accessories, Consumer Electronics, Sports Supplies","Eastern Europe, Japan, Korea, North America, Southeast Asia, Taiwan, Western Europe",201 - 500,"US$ 5,000,000 - 9,999,999",NEWO View details Factory & Facility Research & Development Quality Control,Dr joy zhang,"401, No. 1301-5, Tourism Road, Xinlan Community, Guanlan Street , Shenzhen",,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Soaiy-Technology-Co-Ltd/1X0ABW48,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2014.0,"Automobile & Transport, Automobile Electronics, Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication Certificate Name Issued By Certificate Type Valid Date CE - - - ROHS - - - REACH - - - WEEE - - - FCC ID - - - Show More",,,,,Mr Bruce Nan,Sales Manager,"2&4/F, Bldg D, Fuxinlin Indl Park, Hangcheng Indl Zone, Xixiang Street, Bao'an District, Shenzhen City, Guangdong Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Suntek-Intelligent-Technology-Co-Ltd-/1S00OWH61,"Exporter, Manufacturer, Retailer, Trade/Industrial Organisation, Wholesaler, e-tailer","Shenzhen, Guangdong, Chinese Mainland",2016.0,"Consumer Electronics, Gift Sets, Gifts / Souvenirs, Optical Equipment, Sports Supplies","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Scandinavia, Taiwan, Western Europe, Worldwide",51 - 100,,suntekcam Live Streaming Free Cloud Email FTP Certificate Name Issued By Certificate Type Valid Date CE WWW.ANTENGLAB.COM - - RoHS WWW.ANTENGLAB.COM - - IP 65 WWW.ANTENGLAB.COM - - View details Factory & Facility Research & Development Quality Control Autumn Fair（HONGKONG） IFA IFA,Ms Caroline Zhao,Sales manager,"518172 1301, Building A , Golden Apple Innovation Park Jihua Street, Longgang District, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Ugood-Technology-Co-Ltd/1X091NFO,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2003.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Lights, Stationery, Telecommunication","Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Western Europe",51 - 100,"US$ 10,000,000 - 49,999,999",MIABOO ODM OEM Custom Solutions One-stop Purchasing Certificate Name Issued By Certificate Type Valid Date ISO9001 - - - BSCI Audit report - - - CE certificate - - - ROHS certificate - - - FCC certificate - - - View details Factory & Facility Research & Development Quality Control,Mr Denson Deng,Sales Director,"4F, Building 25, Lianchuang Technology Park, No. 21 Bulan Rd., Nanwan St., Longgang Dist, Shenzhen City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ulinktek-Shenzhen-Industries-Co-Ltd-/1X07JZOF,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2011.0,"Building Materials & Supplies, Consumer Electronics, Engineering & Construction Machinery, General Industrial Machinery, Hardwares (Tools & Parts), Industrial Machinery, Parts & Raw Materials, Internet of Things, Scientific, Testing & Laboratory Equipments","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,,"FORBEST, ULINKTEK ODM OEM OBM View details Factory & Facility",Mr Gang Hong,Market Manager,"5/F., No. 6 Building, Baimenqian Industrial Area, Shawan Town, Shenzhen, 518114, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winners-Sun-Plastic-Electronic-Shenzhen-Co-Ltd-/1X05YKYE,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2002.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication","Central & South America, Korea, North America, Worldwide",1001 - 2000,,winnersun ODM OEM,Ms Jenny Li,Sales Manager,"Floor 3, Building 2, daotai industrial zone, Dalang St., Longhua Town, Baoan District, Shenzhen City, Guangdong Province, China.",Chinese Mainland
